event,site,date,round,white,black,result,white_elo,black_elo,eco,set_up,time_control,start_time,end_time,termination,link,movetext,n_moves,w1,b1,w2,b2,w3,b3,w4,b4,w5,b5,w6,b6,w7,b7,w8,b8,w9,b9,w10,b10,last_move,complete_movetext,w_b_moves,w_k_moves,w_n_moves,w_o_moves,w_q_moves,w_r_moves,b_b_moves,b_k_moves,b_n_moves,b_o_moves,b_q_moves,b_r_moves,b_moves,k_moves,n_moves_2,o_moves,q_moves,r_moves,termination_broad,me,win,draw,loss,my_result,elo_dif,my_elo
Bullet,Lichess,2020-11-26,NA,Ssula,therealslimkt,1-0,1938,1927,C00,NA,60+0,NA,NA,Time forfeit,https://lichess.org/zfK8UgN1,1. e4 e6 2. Nf3 d5 3. e5 c5 4. b4 cxb4 5. d4 Nc6 6. a3 bxa3 7. c3 a5 8. Nxa3 Qb6 9. Bd3 Nge7 10. O-O Nf5 11. g4 Nh6 12. Nb5 a4 13. Ba3 Bxa3 14. Rxa3 O-O 15. Nd6 Bd7 16. Ng5 f5 17. exf6 Rxf6 18. Bxh7+ Kh8 19. Nde4 Rff8 20. Ng3 Ne7 21. Bc2 Rac8 22. Qd3 g6 23. Qd2 Nxg4 24. h3 Nf6 25. Kg2 Ne4 26. N3xe4 dxe4 27. Nxe4 Qc6 28. f3 e5 29. Qh6+ Kg8 30. Ng5 Rf6 31. Qh7+ Kf8 32. dxe5 Rf4 33. Bxg6 Nxg6 34. Qxg6 Qxg6 35. Raa1 Qxg5+ 36. Kf2 Qd8 37. Rae1 Qh4+ 38. Ke2 Rxc3 39. Kd2 Rc2+ 40. Kxc2 Qxe1 41. Rxe1 Rc4+ 42. Kd3 Be6 43. Ke3 a3 44. Kf2 a2 45. Ra1 Rc2+ 46. Kg3 Rc1 47. Rxa2 Ra1 48. Rxa1 Bd5 49. Rf1 Kg7 50. f4 Kf7 51. Rg1 Ke6 52. Kg4 Ke7 53. Kh5,53,e4,e6,Nf3,d5,e5,c5,b4,cxb4,d4,Nc6,a3,bxa3,c3,a5,Nxa3,Qb6,Bd3,Nge7,O-O,Nf5,Kh5,TRUE,5,12,10,1,5,10,4,8,9,1,7,12,9,20,19,2,12,22,Time forfeit,Black,0,0,TRUE,Loss,-11,1927
Bullet,Lichess,2020-11-26,NA,therealslimkt,Penkuzduy,1-0,1923,1840,A17,NA,60+0,NA,NA,Time forfeit,https://lichess.org/V9WQOTXh,1. c4 e6 2. Nc3 Nf6 3. g3 d5 4. cxd5 Be7 5. Bg2 exd5 6. d3 c6 7. Nf3 O-O 8. O-O Nbd7 9. a3 b6 10. b4 Bb7 11. b5 cxb5 12. Nxb5 a6 13. Nc3 b5 14. Nd4 Nb6 15. a4 b4 16. Nb1 a5 17. Bf4 Bd6 18. Nd2 Bxf4 19. gxf4 Rc8 20. N2b3 Qd6 21. Nxa5 Ba8 22. e3 Rc7 23. Qb3 Rfc8 24. Nb5 Qd7 25. Nxc7 Qxc7 26. Qxb4 d4 27. e4 h6 28. Qxd4 Nbd7 29. e5 Bxg2 30. Kxg2 Ne8 31. Nb3 Qc6+ 32. Kg1 Nb6 33. Rfc1 Qa8 34. Rxc8 Qxc8 35. Qxb6 Qb8 36. Qxb8 Kh7 37. a5,37,c4,e6,Nc3,Nf6,g3,d5,cxd5,Be7,Bg2,exd5,d3,c6,Nf3,O-O,O-O,Nbd7,a3,b6,b4,Bb7,a5,TRUE,2,3,12,1,5,3,6,2,6,1,7,4,8,5,18,2,12,7,Time forfeit,White,1,0,FALSE,Win,83,1923
Blitz,Lichess,2020-11-26,NA,systemQ,therealslimkt,1-0,2044,2025,C02,NA,180+0,NA,NA,Normal,https://lichess.org/KTAR4HPd,1. e4 e6 2. d4 d5 3. e5 c5 4. c4 cxd4 5. Nf3 Nc6 6. Bf4 dxc4 7. Bxc4 Nge7 8. O-O Nf5 9. a3 a5 10. Nbd2 Be7 11. Rc1 O-O 12. Ne4 Qb6 13. Rc2 Bd7 14. Bd3 Rac8 15. g4 Nh4 16. Nxh4 Bxh4 17. g5 f6 18. exf6 gxf6 19. gxf6 Bxf6 20. Qg4+ Kh8 21. Qh5 Rg8+ 22. Kh1 e5 23. Nxf6 Rg7 24. Nxd7 Qd8 25. Rxc6 exf4 26. Rxc8 Qxc8 27. Ne5 Qg8 28. Ng6+ Rxg6 29. Bxg6 Qxg6 30. Qxg6 hxg6 31. Rd1,31,e4,e6,d4,d5,e5,c5,c4,cxd4,Nf3,Nc6,Bf4,dxc4,Bxc4,Nge7,O-O,Nf5,a3,a5,Nbd2,Be7,Rd1,TRUE,4,2,8,1,3,6,4,2,4,1,5,5,8,4,12,2,8,11,Normal,Black,0,0,TRUE,Loss,-19,2025
Blitz,Lichess,2020-11-26,NA,therealslimkt,tukai_chess,1-0,2019,2015,E38,NA,180+0,NA,NA,Normal,https://lichess.org/4hKi4z9S,1. c4 e6 2. Nc3 Nf6 3. d4 Bb4 4. Qc2 c5 5. d5 Ne4 6. Qxe4,6,c4,e6,Nc3,Nf6,d4,Bb4,Qc2,c5,d5,Ne4,Qxe4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qxe4,TRUE,0,0,1,0,2,0,1,0,2,0,0,0,1,0,3,0,2,0,Normal,White,1,0,FALSE,Win,4,2019
Blitz,Lichess,2020-11-26,NA,Privolzhskaya_DI,therealslimkt,0-1,2004,2013,A70,NA,180+0,NA,NA,Normal,https://lichess.org/c7v1U70s,1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Bd3 O-O 9. O-O Bg4 10. h3 Bd7 11. Be3 a6 12. a3 b5 13. Rc1 b4 14. axb4 cxb4 15. Ne2 a5 16. Nf4 Na6 17. Qe2 Nc5 18. Bxc5 dxc5 19. Rxc5 Re8 20. Rfc1 Nxe4 21. Bxe4 f5 22. Qc4 Rxe4 23. Qd3 Rxf4 24. g3 Re4 25. h4 Qe8 26. Ng5 Rd4 27. Qb3 a4 28. Qa2 b3 29. Qb1 f4 30. h5 Bf5 31. Qa1 fxg3 32. fxg3 Qe3+ 33. Kh2 Qxg5,33,d4,Nf6,c4,c5,d5,e6,Nc3,exd5,cxd5,d6,e4,g6,Nf3,Bg7,Bd3,O-O,O-O,Bg4,h3,Bd7,Qxg5,TRUE,4,2,5,1,7,4,4,1,4,1,3,6,8,3,9,2,10,10,Normal,Black,1,0,FALSE,Win,9,2013
Blitz,Lichess,2020-11-26,NA,ChristianCabangal01,therealslimkt,1-0,2024,2019,C01,NA,180+0,NA,NA,Normal,https://lichess.org/BTbch6GW,1. e4 e6 2. d4 d5 3. exd5 exd5 4. c4 Nf6 5. Nf3 h6 6. h3 Bd6 7. Bd3 O-O 8. O-O c6 9. Nc3 a6 10. a3 b5 11. Re1 bxc4 12. Bc2 Be6 13. Be3 Nbd7 14. b3 Nb6 15. Nd2 cxb3 16. Bxb3 Qc7 17. Na4 Nbd7 18. Qc2 Rac8 19. Nc5 Nxc5 20. dxc5 Bh2+ 21. Kh1 Be5 22. Rab1 Nd7 23. Nf3 Bf6 24. Qd3 Rfe8 25. Bc2 Ne5 26. Qh7+ Kf8 27. Nxe5 Bxe5 28. Rb6 Rb8 29. f4 Bf6 30. f5 d4 31. fxe6 dxe3 32. Rxe3 Rxe6 33. Rxe6 fxe6 34. Rxb8+ Qxb8 35. Qh8+ Ke7 36. Qxb8 g5 37. Qd6+ Kf7 38. Bb3 Kg6 39. Qxe6 h5 40. g4 h4 41. Qg8+ Kh6 42. Bf7 Bg7 43. Qc8 a5 44. Qf5 a4 45. Qg6#,45,e4,e6,d4,d5,exd5,exd5,c4,Nf6,Nf3,h6,h3,Bd6,Bd3,O-O,O-O,c6,Nc3,a6,a3,b5,Qg6#,TRUE,7,2,7,1,11,7,8,6,7,1,2,5,15,8,14,2,13,12,Normal,Black,0,0,TRUE,Loss,-5,2019
Bullet,Lichess,2020-11-25,NA,therealslimkt,Fischergam,0-1,1928,1932,A34,NA,60+0,NA,NA,Normal,https://lichess.org/QOGroVMj,1. c4 c5 2. Nc3 e6 3. d3 Nf6 4. g3 d5 5. cxd5 exd5 6. Bg2 d4 7. Ne4 Nc6 8. Nxf6+ Qxf6 9. Nf3 Bd6 10. O-O h5 11. Bg5 Qg6 12. Qd2 Bd7 13. Nh4 Qh7 14. f4 f6 15. Be4 Qg8 16. Bg6+ Kd8 17. e4 fxg5 18. e5 gxh4 19. exd6 hxg3 20. f5 gxh2+ 21. Kh1 Qd5+ 22. Kxh2 Rf8 23. Qg5+ Kc8 24. Rae1 Ne5 25. Qc1 Ng4+ 26. Kh3 Bxf5 27. Bxf5+ Rxf5 28. Rxf5 Qxf5 29. Re8+ Kd7 30. Re7+ Kxd6 31. Qe1 Ne3+ 32. Kh2 Kxe7 33. Qa5 Qf4+ 34. Kg1 Qg3+ 35. Kh1 Qf3+ 36. Kh2 Qg2#,36,c4,c5,Nc3,e6,d3,Nf6,g3,d5,cxd5,exd5,Bg2,d4,Ne4,Nc6,Nxf6+,Qxf6,Nf3,Bd6,O-O,h5,Qg2#,TRUE,5,8,5,1,5,5,3,5,5,0,10,2,8,13,10,1,15,7,Normal,White,0,0,TRUE,Loss,-4,1928
Blitz,Lichess,2020-11-25,NA,therealslimkt,RustyDude5971,1-0,2013,2028,A25,NA,300+3,NA,NA,Normal,https://lichess.org/hGfTekle,1. c4 e5 2. Nc3 Nc6 3. g3 f5 4. Nf3 Nf6 5. Bg2 Bc5 6. O-O O-O 7. h4 d6 8. a3 a5 9. Na4 Ba7 10. Qc2 Qe8 11. c5 Qe7 12. d3 Be6 13. Bg5 h6 14. Be3 Ng4 15. cxd6 cxd6 16. Bxa7 Rxa7 17. Nb6 f4 18. d4 fxg3 19. fxg3 Ne3 20. Qe4 Nxf1 21. Rxf1 Nxd4 22. Nxd4 Rxf1+ 23. Kxf1 exd4 24. Qxd4 Ra6 25. Nd5 Qf7+ 26. Kg1 Rc6 27. b4 axb4 28. axb4 Rc2 29. Nf4 Bg4 30. Qxd6 Kh7 31. Be4+ Bf5 32. Bxc2 Bxc2 33. Kh2 Be4 34. Qd4 Qf5 35. b5 b6 36. Qxb6 Qg4 37. Qd4 Bf5 38. b6 Bc8 39. Qe4+ Kh8 40. Qe8+ Kh7 41. Qe4+ Bf5 42. Qc6 Bd7 43. Qc7 g5 44. b7 gxf4 45. Qxd7+ Qxd7 46. b8=Q fxg3+ 47. Qxg3 Qf5 48. Qd3,48,c4,e5,Nc3,Nc6,g3,f5,Nf3,Nf6,Bg2,Bc5,O-O,O-O,h4,d6,a3,a5,Na4,Ba7,Qc2,Qe8,Qd3,TRUE,6,4,7,1,15,2,11,4,6,1,7,6,17,8,13,2,22,8,Normal,White,1,0,FALSE,Win,-15,2013
Blitz,Lichess,2020-11-24,NA,jm7,therealslimkt,1-0,1998,2019,A43,NA,180+0,NA,NA,Normal,https://lichess.org/mJ8OBM9q,1. e4 e6 2. d4 c5 3. d5 exd5 4. exd5 d6 5. c4 Nf6 6. Nc3 Be7 7. Bg5 O-O 8. Nf3 a6 9. Bd3 Nbd7 10. O-O Nb6 11. b3 Bg4 12. h3 Bh5 13. Be2 Re8 14. Qd2 Nbd7 15. a4 Ne5 16. Nxe5 Bxe2 17. Nxf7 Kxf7 18. Qxe2 Qb6 19. Qc2 Kg8 20. Rfe1 Bf8 21. Bxf6 gxf6 22. Ne4 Bg7 23. Ng3 Re5 24. Rxe5 fxe5 25. Nf5 Rf8 26. Rb1 Rf6 27. Qe4 Qd8 28. b4 b6 29. bxc5 bxc5 30. Rb7 Bf8 31. Qg4+ Rg6 32. Qh5 h6 33. Qxg6+ Kh8 34. Qh7#,34,e4,e6,d4,c5,d5,exd5,exd5,d6,c4,Nf6,Nc3,Be7,Bg5,O-O,Nf3,a6,Bd3,Nbd7,O-O,Nb6,Qh7#,TRUE,4,1,7,1,8,5,7,4,5,1,2,6,11,5,12,2,10,11,Normal,Black,0,0,TRUE,Loss,21,2019
Blitz,Lichess,2020-11-24,NA,therealslimkt,TheGladyator,0-1,2024,2043,D10,NA,180+0,NA,NA,Normal,https://lichess.org/QkvC74fr,1. c4 c6 2. Nc3 d5 3. d4 Nf6 4. Bf4 Bf5 5. Nf3 e6 6. e3 Be7 7. Bd3 Bxd3 8. Qxd3 Nbd7 9. O-O O-O 10. Bg3 a6 11. Ne5 h6 12. f4 b5 13. b3 c5 14. cxb5 axb5 15. Nxb5 Nxe5 16. fxe5 Ne4 17. Nc3 Nxg3 18. hxg3 Bg5 19. Rf3 Qa5 20. Raf1 Rac8 21. e4 cxd4 22. Na4 Be3+ 23. Kh2 Qd8 24. exd5 Qg5 25. g4 Qxg4 26. dxe6 Qxe6 27. Qe4 f5 28. Qb7 Qxe5+ 29. Kh1 f4 30. Nb6 Qh5+ 31. Rh3 Qf7 32. Nxc8 Qxb7 33. Nd6 Qd7 34. Ne4 Rf5 35. Nf2 Rg5,35,c4,c6,Nc3,d5,d4,Nf6,Bf4,Bf5,Nf3,e6,e3,Be7,Bd3,Bxd3,Qxd3,Nbd7,O-O,O-O,Bg3,a6,Rg5,TRUE,3,3,11,1,3,4,5,1,5,1,10,4,8,4,16,2,13,8,Normal,White,0,0,TRUE,Loss,-19,2024
Blitz,Lichess,2020-11-24,NA,therealslimkt,mwenif,1-0,2019,2027,B07,NA,180+0,NA,NA,Time forfeit,https://lichess.org/seOns8Ai,1. d4 c6 2. e4 Nf6 3. Nc3 d6 4. Nf3 g6 5. Bc4 Bg7 6. O-O O-O 7. b4 Bg4 8. Bb2 Qb6 9. a3 Bxf3 10. gxf3 Nbd7 11. Kh1 e5 12. d5 cxd5 13. Nxd5 Nxd5 14. Bxd5 Nf6 15. c4 Nxd5 16. cxd5 Rac8 17. Rc1 Qd8 18. Rc3 Rxc3 19. Bxc3 Qh4 20. Bd2 f5 21. Qe2 fxe4 22. fxe4 Bh6 23. Bxh6 Qxh6 24. Qg4 Qf4 25. Qe6+ Qf7 26. Qxd6 Qf3+ 27. Kg1 Rf4 28. Qe6+ Kg7 29. Qxe5+ Kh6 30. Re1 Rg4+ 31. Kf1 Qd3+ 32. Re2 Qh3+ 33. Ke1 Rg1+ 34. Kd2 Qxa3 35. Qf4+ Kg7 36. Qc7+ Kh6 37. Qf4+ Kh5 38. Qe5+ Rg5 39. Qf4 Qxb4+ 40. Kd1 Qb1+ 41. Kd2 Qb2+ 42. Ke3 Qc1+ 43. Kf3 Qc3+ 44. Re3 Qc1 45. d6 Qd1+ 46. Re2 Qd3+ 47. Re3 Qd1+ 48. Re2 Qd3+ 49. Qe3 Qxd6 50. e5 Qd5+ 51. Qe4 Qf7+ 52. Qf4 Qc4 53. Re4 Qc3+ 54. Qe3 Qxe3+ 55. Rxe3,55,d4,c6,e4,Nf6,Nc3,d6,Nf3,g6,Bc4,Bg7,O-O,O-O,b4,Bg4,Bb2,Qb6,a3,Bxf3,gxf3,Nbd7,Rxe3,TRUE,6,10,3,1,15,11,4,6,5,1,26,7,10,16,8,2,41,18,Time forfeit,White,1,0,FALSE,Win,-8,2019
Blitz,Lichess,2020-11-24,NA,therealslimkt,skenderi,0-1,2025,1986,A13,NA,180+0,NA,NA,Normal,https://lichess.org/hCP7wdQA,1. c4 e6 2. Nc3 d6 3. d3 c5 4. e4 Nc6 5. g3 e5 6. Bg2 Be6 7. Nge2 Nd4 8. O-O Nf6 9. a3 Be7 10. b4 b6 11. a4 O-O 12. a5 cxb4 13. Nd5 bxa5 14. Nxe7+ Qxe7 15. Rxa5 Rfb8 16. Nxd4 exd4 17. e5 dxe5 18. Bxa8 Rxa8 19. Rxe5 Qd6 20. Bf4 Qb6 21. Rb5 Qc6 22. Rxb4 a5 23. Qa4 Qf3 24. Qxa5 h6 25. Qc7 Bh3 26. Rb8+ Kh7 27. Re1 Qg2#,27,c4,e6,Nc3,d6,d3,c5,e4,Nc6,g3,e5,Bg2,Be6,Nge2,Nd4,O-O,Nf6,a3,Be7,b4,b6,Qg2#,TRUE,3,1,5,1,3,7,3,2,3,1,6,3,6,3,8,2,9,10,Normal,White,0,0,TRUE,Loss,39,2025
Blitz,Lichess,2020-11-24,NA,jbegis,therealslimkt,0-1,1956,2020,C02,NA,180+0,NA,NA,Normal,https://lichess.org/fVoNQ7yA,1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Nge7 6. Bd3 Nf5 7. Bxf5 exf5 8. Bg5 Qb6 9. Qc2 cxd4 10. cxd4 Nxd4 11. Nxd4 Qxd4 12. O-O Qxe5 13. Nc3 Qc7 14. Rae1+ Be6 15. Qa4+ Qc6 16. Qb3 d4 17. Ne2 Bxb3 18. Nxd4+ Be6 19. Nxc6 bxc6 20. Rc1 Bd5 21. Rfe1+ Kd7 22. f3 f6 23. Bf4 Bd6 24. Be3 Rhe8 25. b3 f4 26. Bd2 Rxe1+,26,e4,e6,d4,d5,e5,c5,c3,Nc6,Nf3,Nge7,Bd3,Nf5,Bxf5,exf5,Bg5,Qb6,Qc2,cxd4,cxd4,Nxd4,Rxe1+,TRUE,6,1,6,1,3,4,5,1,4,0,5,2,11,2,10,1,8,6,Normal,Black,1,0,FALSE,Win,64,2020
Blitz,Lichess,2020-11-24,NA,therealslimkt,Ighayin,0-1,2026,2041,A25,NA,180+0,NA,NA,Normal,https://lichess.org/dyWRgi5l,1. c4 e5 2. Nc3 Nc6 3. d3 Bc5 4. g3 Nf6 5. Bg2 O-O 6. e4 d6 7. Nge2 Bg4 8. O-O Nd4 9. h3 Bh5 10. g4 Nxg4 11. hxg4 Bxg4 12. Qc2 Nf3+ 13. Bxf3 Bxf3 14. Re1 Qh4 15. Ng3 Qh3,15,c4,e5,Nc3,Nc6,d3,Bc5,g3,Nf6,Bg2,O-O,e4,d6,Nge2,Bg4,O-O,Nd4,h3,Bh5,g4,Nxg4,Qh3,TRUE,2,1,3,1,1,2,5,1,5,1,2,1,7,2,8,2,3,3,Normal,White,0,0,TRUE,Loss,-15,2026
Blitz,Lichess,2020-11-24,NA,cotero,therealslimkt,0-1,2010,2020,C01,NA,180+0,NA,NA,Normal,https://lichess.org/dT6v28AU,1. e4 e6 2. d4 d5 3. exd5 exd5 4. Bd3 Nf6 5. Nf3 Bg4 6. O-O Qd7 7. h3 Bh5 8. Bg5 Be7 9. Re1 Nc6 10. Bxf6 gxf6 11. Nbd2 O-O-O 12. c4 Rhg8 13. Kh1 dxc4 14. Nxc4 Nxd4 15. Be2 Nxe2 16. Qxe2 Bc5 17. a3 Rde8 18. Qc2 Bxf3 19. gxf3 Qxh3#,19,e4,e6,d4,d5,exd5,exd5,Bd3,Nf6,Nf3,Bg4,O-O,Qd7,h3,Bh5,Bg5,Be7,Re1,Nc6,Bxf6,gxf6,Qxh3#,TRUE,4,2,3,1,2,2,5,1,4,1,2,3,9,3,7,2,4,5,Normal,Black,1,0,FALSE,Win,10,2020
Blitz,Lichess,2020-11-24,NA,therealslimkt,Marianagreat,0-1,2025,2031,A11,NA,180+0,NA,NA,Normal,https://lichess.org/HoBx0mxM,1. c4 c6 2. Nc3 d5 3. cxd5 cxd5 4. g3 Nc6 5. Bg2 Nf6 6. Nf3 e6 7. O-O Be7 8. d3 O-O 9. a3 a6 10. b4 Rb8 11. Bf4 Bd6 12. Bg5 Be7 13. Bf4 Bd6 14. Bg5 h6 15. Bh4 g5 16. Nxg5 hxg5 17. Bxg5 Be7 18. Qd2 e5 19. h4 Nd4 20. e3 Nb3 21. Qe2 Nxa1 22. Bxf6 Bxf6 23. h5 Kh7 24. Nxd5 Nb3 25. Be4+ Kh6 26. f4 Bh3 27. Rf2 Rg8 28. Kh2 Bg4 29. Bf3 Qxd5 30. Bxd5 Bxe2 31. Bxf7 Bxh5 32. Bxb3 exf4,32,c4,c6,Nc3,d5,cxd5,cxd5,g3,Nc6,Bg2,Nf6,Nf3,e6,O-O,Be7,d3,O-O,a3,a6,b4,Rb8,exf4,TRUE,13,2,4,1,2,2,10,3,6,1,1,3,23,5,10,2,3,5,Normal,White,0,0,TRUE,Loss,-6,2025
Bullet,Lichess,2020-11-24,NA,therealslimkt,Grumpso,0-1,1933,1972,A16,NA,60+0,NA,NA,Normal,https://lichess.org/GFXtcW4k,1. c4 Nf6 2. Nc3 d5 3. d3 dxc4 4. Qa4+ c6 5. Qxc4 g6 6. Qb3 Bg7 7. g3 O-O 8. Bg2 Qb6 9. Qd1 Bg4 10. Nf3 Nbd7 11. O-O e5 12. a3 Rfe8 13. b4 Rad8 14. Na4 Qc7 15. Nc5 Nxc5 16. bxc5 e4 17. dxe4 Rxd1 18. Rxd1 Nxe4 19. Rb1 Nc3 20. Bf4 Qa5 21. Rxb7 Nxd1 22. Ne5 Qe1+ 23. Bf1 Qxf2+ 24. Kh1 Qxf1#,24,c4,Nf6,Nc3,d5,d3,dxc4,Qa4+,c6,Qxc4,g6,Qb3,Bg7,g3,O-O,Bg2,Qb6,Qd1,Bg4,Nf3,Nbd7,Qxf1#,TRUE,3,2,5,1,4,4,2,1,6,1,6,4,5,3,11,2,10,8,Normal,White,0,0,TRUE,Loss,-39,1933
Bullet,Lichess,2020-11-24,NA,Hanibal-Lecter,therealslimkt,0-1,1892,1928,A45,NA,60+0,NA,NA,Time forfeit,https://lichess.org/esBZu2Ga,1. d4 Nf6 2. e3 e6 3. c4 c5 4. Nc3 cxd4 5. exd4 Nc6 6. Bd3 Qb6 7. Be3 Nxd4 8. c5 Qb4 9. a3 Qxc5 10. b4 Qb6 11. Bxd4 Qxd4 12. Rc1 Bd6 13. Nge2 Qh4 14. g3 Qh3 15. Qd2 Qg2 16. Rf1 Qxh2 17. Nf4 Qh6 18. f3 O-O 19. Kd1 b6 20. Kc2 Bb7 21. Rf2 Rac8 22. Ng2 Nd5 23. Qxh6 gxh6 24. Kd2 Nxc3 25. Rxc3 Rxc3 26. Kxc3 Be5+ 27. Kd2 Rc8 28. Ne3 Bc3+ 29. Ke2 d5 30. f4 d4 31. Ng4 h5 32. Nf6+ Kg7 33. Nd7 Rc7 34. Ne5 f6 35. Nf3 Bxf3+ 36. Rxf3 h4 37. Rf2 hxg3 38. Rg2 f5 39. Kf3 Kf6 40. Rxg3 h5 41. Rh3 Rh7 42. Rxh5 Rxh5 43. Ke2 Rh3 44. Kd1 Rxd3+ 45. Kc2 Rf3 46. a4 Rxf4 47. Kb3 Rf3 48. Kc4 Be1 49. Kb5 Ra3 50. Kc6 Rb3 51. b5 Rb4 52. Kb7 Rxa4 53. Kc7 Rb4 54. Kc6 Rxb5 55. Kxb5 d3 56. Kc6 d2 57. Kb5 d1=Q 58. Kc6 Qc2+ 59. Kb7 Qe4+ 60. Ka6 Bf2 61. Kb5 Qc6+ 62. Ka6 Bc5 63. Kxa7 Qa4+ 64. Kb8 Qe8+ 65. Kc7 Bd6+ 66. Kb7 Qd8 67. Ka6 Qh8 68. Kb5 Qh3 69. Kc4 Qb3+,69,d4,Nf6,e3,e6,c4,c5,Nc3,cxd4,exd4,Nc6,Bd3,Qb6,Be3,Nxd4,c5,Qb4,a3,Qxc5,b4,Qb6,Qb3+,TRUE,3,32,10,0,2,10,9,3,5,1,19,18,12,35,15,1,21,28,Time forfeit,Black,1,0,FALSE,Win,36,1928
Blitz,Lichess,2020-11-24,NA,larralde82,therealslimkt,1-0,2079,2030,A40,NA,180+0,NA,NA,Normal,https://lichess.org/zC9ARmiw,1. d4 e6 2. c4 c5 3. Nf3 cxd4 4. Nxd4 Nc6 5. Nxc6 bxc6 6. Nc3 Nf6 7. Bg5 Be7 8. e3 O-O 9. Be2 d5 10. O-O Ba6 11. cxd5 Bxe2 12. Qxe2 cxd5 13. Rfd1 Qb6 14. Rab1 Rac8 15. a3 Rc6 16. Qd3 Rfc8 17. h3 Qc7 18. Nb5 Qb8 19. Nc3 Qe5 20. Bf4 Qh5 21. Ne2 Ne4 22. Ng3 Nxg3 23. Bxg3 Bh4 24. Bxh4 Qxh4 25. b4 Qc4 26. Qxc4 Rxc4 27. Rb3 Rc1 28. Rxc1 Rxc1+ 29. Kh2 Ra1 30. Kg3 Kf8 31. Kf3 Ke7 32. Kf4 Kd6 33. f3 Kc6 34. Rc3+ Kb5 35. Rc5+ Kb6 36. Ra5 Rc1 37. g4 Rc4+ 38. e4 Rc3 39. exd5 e5+ 40. Ke4 f6 41. h4 Rc7 42. Kf5 Rd7 43. Ke6 Rc7 44. d6 Rc6 45. Ke7 Kb7 46. d7 Rc7 47. Ke8 e4 48. fxe4,48,d4,e6,c4,c5,Nf3,cxd4,Nxd4,Nc6,Nxc6,bxc6,Nc3,Nf6,Bg5,Be7,e3,O-O,Be2,d5,O-O,Ba6,fxe4,TRUE,5,10,8,1,3,8,4,8,4,1,7,16,9,18,12,2,10,24,Normal,Black,0,0,TRUE,Loss,-49,2030
Blitz,Lichess,2020-11-24,NA,therealslimkt,Nova_I_Chess,0-1,2036,2057,A34,NA,180+0,NA,NA,Normal,https://lichess.org/zfVsz5Ii,1. c4 c5 2. Nc3 b6 3. d3 Bb7 4. e4 d6 5. g3 Nf6 6. Bg2 Qc7 7. Nge2 a6 8. O-O e6 9. f4 Nbd7 10. f5 Be7 11. fxe6 fxe6 12. Be3 O-O 13. Qd2 Ng4 14. Bg5 Nde5 15. h3 Bxg5 16. Qxg5 Nf6 17. Rad1 h6 18. Qe3 Bc6 19. Nf4 Qe7 20. b3 Rf7 21. Kh2 Raf8 22. Rf2 Nfg4+,22,c4,c5,Nc3,b6,d3,Bb7,e4,d6,g3,Nf6,Bg2,Qc7,Nge2,a6,O-O,e6,f4,Nbd7,f5,Be7,Nfg4+,TRUE,3,2,3,1,3,3,4,1,6,1,2,3,7,3,9,2,5,6,Normal,White,0,0,TRUE,Loss,-21,2036
Blitz,Lichess,2020-11-24,NA,montestivo,therealslimkt,1-0,1999,2042,A43,NA,180+0,NA,NA,Normal,https://lichess.org/UtIUfBCC,1. d4 Nf6 2. Nf3 c5 3. d5 e6 4. Nc3 exd5 5. Nxd5 Nxd5 6. Qxd5 Nc6 7. Bg5 Be7 8. e3 O-O 9. Bc4 Qa5+ 10. c3 b5 11. Bb3 Bxg5 12. Nxg5 c4 13. Bc2 h6 14. Qe4 f5 15. Qd5+ Kh8 16. Nf7+ Rxf7 17. Qxf7 Bb7 18. Qxd7 Ne5 19. Qxf5 Nd3+ 20. Bxd3 cxd3 21. Qxd3 Rd8 22. Qg6 b4 23. O-O bxc3 24. bxc3 Qd5 25. Qg4 Rd6 26. Rad1 Qc6 27. Rxd6 Qxd6 28. Rd1 Qc6 29. Rd8+ Kh7 30. Qf5+ Qg6 31. Qxg6+ Kxg6 32. Rd7,32,d4,Nf6,Nf3,c5,d5,e6,Nc3,exd5,Nxd5,Nxd5,Qxd5,Nc6,Bg5,Be7,e3,O-O,Bc4,Qa5+,c3,b5,Rd7,TRUE,5,1,5,1,11,6,3,4,5,1,6,4,8,5,10,2,17,10,Normal,Black,0,0,TRUE,Loss,43,2042
